stage,audit_type,clause,clause_title,process_name,role,context,question,organization_focus,auditor_focus,defect_cases,evidence_examples,output_format,quality_criteria,result_label,severity_level,notes,prompt_template,source_hint,img_scene_types,img_object_categories,img_ppe_items,img_unsafe_actions_keywords,img_signage_text_keywords,img_evidence_sources,img_model_hint,img_acceptance_criteria,img_mapping_confidence,eval_metric,eval_threshold,evidence_source,self_check_1cycle,risk_priority
2단계,현장,8.1.2,위험요인 제거 및 리스크 감소,위험저감(계층화) 적용,ISO45001 심사원(AI 에이전트),현장 통제계층 적용 상태 확인,위험 제거→대체→공학적→행정적→PPE의 순서로 통제가 적용되는가? ALARP 검토 포함,공학적/행정적 통제의 실효성 • PPE 지급·착용·교육 • 조치 후 효과 확인,통제 단계를 우선순위대로 적용했는지 • 법적 우선조치 준수 • 유해물질 관리,PPE 의존(상위 통제 부재) • 효과성 확인 미실시 • 유해물질 MSDS 미비,JSA/JHA • 통제 계획/기록 • PPE 지급대장/교육,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.2 위험요인 제거 및 리스크 감소 – 현장 통제계층 적용 상태 확인
[질문] 위험 제거→대체→공학적→행정적→PPE의 순서로 통제가 적용되는가? ALARP 검토 포함
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.7-8 8.1.2 / p.20 표-14,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,프로세스+문서,8.1.3,변경 관리,MOC 프로세스,ISO45001 심사원(AI 에이전트),계획·임시·영구·의도치 않은 변경 관리,변경이 OH&S 성과에 미치는 영향을 사전평가·관리하는가?,변경 트리거·평가·승인·검증 • 4M 관점 반영 • 사후 검토,변경 기록 추적성 • 임시 변경 종료·원복 통제 • 사고/부적합 연계,변경 시 위험평가 누락 • 임시 변경 상시화 • 원복 통제 미흡,MOC 절차 • 변경 평가서 • 사전·사후 검토 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.3 변경 관리 – 계획·임시·영구·의도치 않은 변경 관리
[질문] 변경이 OH&S 성과에 미치는 영향을 사전평가·관리하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.7 8.1.3,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+현장,8.1.4.1,조달,조달 프로세스,ISO45001 심사원(AI 에이전트),조달 사전 점검 및 안전보건 조건 반영,조달 품목·서비스에 OH&S 조건을 명시·평가하고 입고 전 점검을 수행하는가?,사양서에 안전요건 명기 • MSDS/유해자재 관리 • 입고 전 점검·리스크 평가,사전 검토·승인 흐름 확인 • 사용 전 주의사항 의사소통 • 도급·위탁 범위/책임 명시,사양서에 안전요건 누락 • MSDS 미관리 • 사전 점검 미실시,발주/시방서 • MSDS 대장 • 입고 점검 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.4.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.4.1 조달 – 조달 사전 점검 및 안전보건 조건 반영
[질문] 조달 품목·서비스에 OH&S 조건을 명시·평가하고 입고 전 점검을 수행하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.4.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.8 8.1.4.1,출입구 등록대; 현장 계약자 활동,출입증/배지; 방문자 조끼; 계약자 표지,,,VISITOR; CONTRACTOR,CCTV; 현장 사진; 드론(필요 시),OCR(출입증); YOLO(Object); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),미등록 출입자 0건; 배지 가시성 ≥ 95% 프레임,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+현장,8.1.4.2,계약자,계약자 관리 프로세스,ISO45001 심사원(AI 에이전트),도급·용역·위탁 계약자 관리,"유해·위험요인 평가, 자격 기준, 계약 조항, 정보공유, 작업허가, 교육, 사후평가가 체계적인가?",선정 기준에 안전보건 역량 포함 • 계약서에 책임/기준 명기 • 정기 평가/개선,정보 공유 채널·합동 점검 • 작업허가제 운영 • 법 제58~66 준수,선정 시 안전평가 생략 • 계약 조항 미비 • 허가·교육 기록 부재,선정 매뉴얼 • 협력업체 평가표 • 계약서 • 정보공유 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.4.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.4.2 계약자 – 도급·용역·위탁 계약자 관리
[질문] 유해·위험요인 평가, 자격 기준, 계약 조항, 정보공유, 작업허가, 교육, 사후평가가 체계적인가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.4.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.8 8.1.4.2 / p.21-22 표-16~18,출입구 등록대; 현장 계약자 활동,출입증/배지; 방문자 조끼; 계약자 표지,,,VISITOR; CONTRACTOR,CCTV; 현장 사진; 드론(필요 시),OCR(출입증); YOLO(Object); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),미등록 출입자 0건; 배지 가시성 ≥ 95% 프레임,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+현장,8.1.4.3,외주처리,외부공급자 관리,ISO45001 심사원(AI 에이전트),외주 프로세스 관리 및 능력 평가,외주 기능/프로세스에 대해 안전보건 관리 방식과 정도를 규정·적용하는가?,선정·사후평가에 안전요건 포함 • 법적 요구 준수 • 의도한 결과 충족성 평가,계약서 안전보건 항목 확인 • 성과·준수 평가 기록 • 위험성 평가 포함,외주 안전평가 누락 • 계약서 안전조항 없음 • 성과평가 미실시,외주 처리 지침 • 외주업체 평가표 • 표준 계약서,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.4.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.4.3 외주처리 – 외주 프로세스 관리 및 능력 평가
[질문] 외주 기능/프로세스에 대해 안전보건 관리 방식과 정도를 규정·적용하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.4.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.8 8.1.4.3 / p.22 표-19,출입구 등록대; 현장 계약자 활동,출입증/배지; 방문자 조끼; 계약자 표지,,,VISITOR; CONTRACTOR,CCTV; 현장 사진; 드론(필요 시),OCR(출입증); YOLO(Object); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),미등록 출입자 0건; 배지 가시성 ≥ 95% 프레임,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,현장+문서,8.2,비상대비 및 대응,EPR 프로세스,ISO45001 심사원(AI 에이전트),시나리오·훈련·장비·의사소통 확인,잠재적 비상사태 시나리오 작성·훈련·평가·개정이 이루어지는가?,훈련 계획·결과의 정기 검토 • 장비 점검·시험 • 내/외부 의사소통,시나리오 범위·주기 확인 • 훈련 효과성 평가 • 기관 보고 체계,훈련 형식적·개선 미반영 • 장비 미점검 • 비상 연락망 부재,비상계획/시나리오 • 훈련 보고서 • 장비 점검표 • 연락망,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.2 비상대비 및 대응 – 시나리오·훈련·장비·의사소통 확인
[질문] 잠재적 비상사태 시나리오 작성·훈련·평가·개정이 이루어지는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.8 8.2,대피 훈련; 비상구/유도등; 소화기 비치 구역,비상구 표지; 유도등; 소화기; 비상벨; 피난안내도,,,EXIT; 비상구; 소화기; 화재 시 엘리베이터 사용 금지,CCTV; 현장 사진; 드론(필요 시),OCR(표지판/점검표); YOLO(Object); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),비상구 차폐 없음; 소화기 접근거리 기준 충족; 표지 OCR 인식률 ≥ 95%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,9.1.1,모니터링·측정·분석·성과평가,성과평가 프로세스,ISO45001 심사원(AI 에이전트),모니터링/측정 계획과 결과 검토,무엇/방법/기준/시기 정의 및 결과 분석·평가·의사소통을 수행하는가?,지표(재해율 등)·대상·방법·주기 • 교정/검증된 장비 사용 • 결과 분석·보고,계획 대비 실행 검토 • 장비 교정/검정 기록 확인 • 분석 결과의 개선 연계,측정 장비 미교정 • 분석·평가 미흡 • 보고·의사소통 누락,모니터링 계획 • 측정 기록 • 분석 보고 • 장비 교정기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 9.1.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 9.1.1 모니터링·측정·분석·성과평가 – 모니터링/측정 계획과 결과 검토
[질문] 무엇/방법/기준/시기 정의 및 결과 분석·평가·의사소통을 수행하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 9.1.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.10 9.1.1 / p.23 표-20,라인 CCTV; 계기/패널 판독,계측기 표시; 경고등; 작업속도 표시,,,,CCTV; 현장 사진; 드론(필요 시),OCR(계기판); Anomaly Detection(이상행동); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),계기판 OCR 에러율 ≤ 5%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,9.1.2,준수평가,법규 준수평가 프로세스,ISO45001 심사원(AI 에이전트),법규·기타 요구 준수평가 실행,준수평가 계획·역할·방법·기록·시정조치가 체계적인가?,평가 체크리스트·주기 • 평가자의 법령 지식 • 결과 조치·추적,평가 샘플 확인 • 조치의 근본원인 분석 • 재발 방지 검토,평가 형식적 • 시정조치 미흡 • 근거 기록 부재,준수평가 계획/체크리스트 • 평가자 자격 • 조치 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 9.1.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 9.1.2 준수평가 – 법규·기타 요구 준수평가 실행
[질문] 준수평가 계획·역할·방법·기록·시정조치가 체계적인가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 9.1.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.10 9.1.2,라인 CCTV; 계기/패널 판독,계측기 표시; 경고등; 작업속도 표시,,,,CCTV; 현장 사진; 드론(필요 시),OCR(계기판); Anomaly Detection(이상행동); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),계기판 OCR 에러율 ≤ 5%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,9.2,내부심사,내부심사 프로그램,ISO45001 심사원(AI 에이전트),연간 계획·수행·보고·조치 확인,독립성·자격·위험기반 계획·결과보고·시정조치 추적이 적절한가?,연간계획(위험기반) • 자격·독립성 • 이전 결과 반영,체크리스트·보고서 검토 • 시정조치 효과성 확인 • 경영자 및 근로자 대표 보고,자격·독립성 미확보 • 계획에 위험 고려 없음 • 결과 보고/추적 미흡,내부심사 절차 • 계획/통보서 • 보고서 • 시정조치 대장,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 9.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 9.2 내부심사 – 연간 계획·수행·보고·조치 확인
[질문] 독립성·자격·위험기반 계획·결과보고·시정조치 추적이 적절한가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 9.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.10 9.2,라인 CCTV; 계기/패널 판독,계측기 표시; 경고등; 작업속도 표시,,,,CCTV; 현장 사진; 드론(필요 시),OCR(계기판); Anomaly Detection(이상행동); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),계기판 OCR 에러율 ≤ 5%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서+인터뷰,9.3,경영검토,,ISO45001 심사원(AI 에이전트),경영검토 입력·출력 및 리더십 개입 확인,최고경영자가 경영검토를 통해 적절성·충족성·효과성을 판단하고 필요한 의사결정을 내리는가?,"입력항목(변경, 성과, 목표, 준수, 자원 등) 포괄 • 출력(개선·자원·목표 조정·통합 기회) • 결과의 의사소통",검토 시기·주기 확인(내부심사 후 등) • 출력→조치 추적 • 근로자 대표에 결과 의사소통,입력/출력 필수항목 누락 • 조치 미추적 • 리더 참여 형식적,경영검토 보고서 • 지시사항/이행 보고 • 회의록/의사소통 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 9.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 9.3 경영검토 – 경영검토 입력·출력 및 리더십 개입 확인
[질문] 최고경영자가 경영검토를 통해 적절성·충족성·효과성을 판단하고 필요한 의사결정을 내리는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 9.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.11 9.3,라인 CCTV; 계기/패널 판독,계측기 표시; 경고등; 작업속도 표시,,,,CCTV; 현장 사진; 드론(필요 시),OCR(계기판); Anomaly Detection(이상행동); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),계기판 OCR 에러율 ≤ 5%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,프로세스+문서,10.1,개선(일반),,ISO45001 심사원(AI 에이전트),개선 기회 결정·선택·실행,경영검토·분석 결과로 식별된 개선기회를 과제화·실행하는가?,개선 포트폴리오 • 성과지표 연계 • 지속 개선 문화,개선 주기·우선순위 • 성과 검증·확산 • 자원 배정,개선 과제 미추적 • 성과 검증 없음 • 일회성 이벤트,개선계획/실적 • 분석 자료,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 10.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 10.1 개선(일반) – 개선 기회 결정·선택·실행
[질문] 경영검토·분석 결과로 식별된 개선기회를 과제화·실행하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 10.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.11-12 10.1 / p.23 표-21,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,프로세스+문서,10.2,사건·부적합·시정조치,RCA/시정 프로세스,ISO45001 심사원(AI 에이전트),사건/부적합 처리 및 시정조치 효과성,"사건·부적합 발생 시 즉시 시정, 근본원인 분석, 재발방지 시정조치를 수행·검증하는가? (아차사고 포함)",사건/부적합 보고·분류 • RCA 방법론 적용 • 효과성 검토·지식 공유,중대재해법 관련 조치 확인 • 수평 전개·파급도 평가 • 기록·근거 충분성,"시정(응급조치)만 실행, RCA 미흡 • 효과성 검증 누락 • Near-miss 미관리",사건조사 보고서 • 시정조치 요구/대장 • 효과성 평가,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 10.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 10.2 사건·부적합·시정조치 – 사건/부적합 처리 및 시정조치 효과성
[질문] 사건·부적합 발생 시 즉시 시정, 근본원인 분석, 재발방지 시정조치를 수행·검증하는가? (아차사고 포함)
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 10.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.12 10.2,라인 CCTV; 계기/패널 판독,계측기 표시; 경고등; 작업속도 표시,,,,CCTV; 현장 사진; 드론(필요 시),OCR(계기판); Anomaly Detection(이상행동); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),계기판 OCR 에러율 ≤ 5%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,프로세스,10.3,지속적 개선,,ISO45001 심사원(AI 에이전트),성과 향상 지속 활동,OH&S 성과와 시스템의 적절성·충족성·효과성을 지속적으로 개선하는가?,지표 기반 개선 • 데이터 분석·평가 • 제안·혁신 촉진,성과 데이터→개선 연계 확인 • 주기적 리뷰 • 성과 공유,"데이터만 수집, 개선 미연계 • 정착 활동 부재",지속개선 계획 • 성과 분석 보고,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 10.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 10.3 지속적 개선 – 성과 향상 지속 활동
[질문] OH&S 성과와 시스템의 적절성·충족성·효과성을 지속적으로 개선하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 10.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.12 10.3,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
